,date,count_daily_incident
0,2021-01-01,1.0
1,2021-01-02,0.0
2,2021-01-03,0.0
3,2021-01-04,0.0
4,2021-01-05,1.0
5,2021-01-06,1.0
6,2021-01-07,1.0
7,2021-01-08,0.0
8,2021-01-09,0.0
9,2021-01-10,0.0
10,2021-01-11,1.0
11,2021-01-12,0.0
12,2021-01-13,0.0
13,2021-01-14,0.0
14,2021-01-15,0.0
15,2021-01-16,0.0
16,2021-01-17,0.0
17,2021-01-18,0.0
18,2021-01-19,0.0
19,2021-01-20,0.0
20,2021-01-21,0.0
21,2021-01-22,0.0
22,2021-01-23,1.0
23,2021-01-24,0.0
24,2021-01-25,1.0
25,2021-01-26,1.0
26,2021-01-27,0.0
27,2021-01-28,1.0
28,2021-01-29,0.0
29,2021-01-30,0.0
30,2021-01-31,0.0
31,2021-02-01,0.0
32,2021-02-02,1.0
33,2021-02-03,1.0
34,2021-02-04,0.0
35,2021-02-05,0.0
36,2021-02-06,0.0
37,2021-02-07,0.0
38,2021-02-08,0.0
39,2021-02-09,1.0
40,2021-02-10,1.0
41,2021-02-11,2.0
42,2021-02-12,0.0
43,2021-02-13,0.0
44,2021-02-14,0.0
45,2021-02-15,0.0
46,2021-02-16,0.0
47,2021-02-17,0.0
48,2021-02-18,0.0
49,2021-02-19,0.0
50,2021-02-20,0.0
51,2021-02-21,0.0
52,2021-02-22,0.0
53,2021-02-23,0.0
54,2021-02-24,1.0
55,2021-02-25,1.0
56,2021-02-26,1.0
57,2021-02-27,0.0
58,2021-02-28,0.0
59,2021-03-01,2.0
60,2021-03-02,1.0
61,2021-03-03,2.0
62,2021-03-04,0.0
63,2021-03-05,1.0
64,2021-03-06,0.0
65,2021-03-07,0.0
66,2021-03-08,1.0
67,2021-03-09,1.0
68,2021-03-10,0.0
69,2021-03-11,0.0
70,2021-03-12,1.0
71,2021-03-13,0.0
72,2021-03-14,0.0
73,2021-03-15,0.0
74,2021-03-16,0.0
75,2021-03-17,0.0
76,2021-03-18,1.0
77,2021-03-19,1.0
78,2021-03-20,0.0
79,2021-03-21,0.0
80,2021-03-22,0.0
81,2021-03-23,1.0
82,2021-03-24,0.0
83,2021-03-25,0.0
84,2021-03-26,0.0
85,2021-03-27,0.0
86,2021-03-28,0.0
87,2021-03-29,0.0
88,2021-03-30,0.0
89,2021-03-31,0.0
90,2021-04-01,0.0
91,2021-04-02,0.0
92,2021-04-03,1.0
93,2021-04-04,0.0
94,2021-04-05,0.0
95,2021-04-06,0.0
96,2021-04-07,1.0
97,2021-04-08,0.0
98,2021-04-09,0.0
99,2021-04-10,0.0
100,2021-04-11,0.0
101,2021-04-12,0.0
102,2021-04-13,0.0
103,2021-04-14,0.0
104,2021-04-15,0.0
105,2021-04-16,0.0
106,2021-04-17,0.0
107,2021-04-18,0.0
108,2021-04-19,2.0
109,2021-04-20,0.0
110,2021-04-21,0.0
111,2021-04-22,0.0
112,2021-04-23,1.0
113,2021-04-24,0.0
114,2021-04-25,0.0
115,2021-04-26,1.0
116,2021-04-27,0.0
117,2021-04-28,0.0
118,2021-04-29,0.0
119,2021-04-30,0.0
120,2021-05-01,0.0
121,2021-05-02,0.0
122,2021-05-03,0.0
123,2021-05-04,0.0
124,2021-05-05,2.0
125,2021-05-06,0.0
126,2021-05-07,1.0
127,2021-05-08,0.0
128,2021-05-09,1.0
129,2021-05-10,1.0
130,2021-05-11,0.0
131,2021-05-12,0.0
132,2021-05-13,0.0
133,2021-05-14,0.0
134,2021-05-15,0.0
135,2021-05-16,0.0
136,2021-05-17,0.0
137,2021-05-18,0.0
138,2021-05-19,0.0
139,2021-05-20,0.0
140,2021-05-21,0.0
141,2021-05-22,0.0
142,2021-05-23,0.0
143,2021-05-24,0.0
144,2021-05-25,0.0
145,2021-05-26,0.0
146,2021-05-27,0.0
147,2021-05-28,0.0
148,2021-05-29,0.0
149,2021-05-30,0.0
150,2021-05-31,0.0
151,2021-06-01,0.0
152,2021-06-02,0.0
153,2021-06-03,0.0
154,2021-06-04,0.0
155,2021-06-05,0.0
156,2021-06-06,0.0
157,2021-06-07,0.0
158,2021-06-08,0.0
159,2021-06-09,1.0
160,2021-06-10,0.0
161,2021-06-11,1.0
162,2021-06-12,0.0
163,2021-06-13,0.0
164,2021-06-14,0.0
165,2021-06-15,0.0
166,2021-06-16,0.0
167,2021-06-17,1.0
168,2021-06-18,0.0
169,2021-06-19,0.0
170,2021-06-20,0.0
171,2021-06-21,1.0
172,2021-06-22,0.0
173,2021-06-23,0.0
174,2021-06-24,0.0
175,2021-06-25,0.0
176,2021-06-26,0.0
177,2021-06-27,0.0
178,2021-06-28,1.0
179,2021-06-29,0.0
180,2021-06-30,0.0
181,2021-07-01,0.0
182,2021-07-02,0.0
183,2021-07-03,0.0
184,2021-07-04,0.0
185,2021-07-05,0.0
186,2021-07-06,0.0
187,2021-07-07,0.0
188,2021-07-08,0.0
189,2021-07-09,0.0
190,2021-07-10,0.0
191,2021-07-11,0.0
192,2021-07-12,0.0
193,2021-07-13,0.0
194,2021-07-14,0.0
195,2021-07-15,0.0
196,2021-07-16,0.0
197,2021-07-17,0.0
198,2021-07-18,0.0
199,2021-07-19,0.0
200,2021-07-20,0.0
201,2021-07-21,0.0
202,2021-07-22,0.0
203,2021-07-23,1.0
204,2021-07-24,0.0
205,2021-07-25,0.0
206,2021-07-26,0.0
207,2021-07-27,0.0
208,2021-07-28,0.0
209,2021-07-29,1.0
210,2021-07-30,0.0
211,2021-07-31,0.0
212,2021-08-01,0.0
213,2021-08-02,0.0
214,2021-08-03,0.0
215,2021-08-04,0.0
216,2021-08-05,0.0
217,2021-08-06,0.0
218,2021-08-07,0.0
219,2021-08-08,1.0
220,2021-08-09,1.0
221,2021-08-10,0.0
222,2021-08-11,2.0
223,2021-08-12,0.0
224,2021-08-13,1.0
225,2021-08-14,0.0
226,2021-08-15,0.0
227,2021-08-16,0.0
228,2021-08-17,0.0
229,2021-08-18,0.0
230,2021-08-19,1.0
231,2021-08-20,0.0
232,2021-08-21,0.0
233,2021-08-22,0.0
234,2021-08-23,0.0
235,2021-08-24,1.0
236,2021-08-25,0.0
237,2021-08-26,0.0
238,2021-08-27,0.0
239,2021-08-28,0.0
240,2021-08-29,0.0
241,2021-08-30,0.0
242,2021-08-31,0.0
243,2021-09-01,0.0
244,2021-09-02,0.0
245,2021-09-03,0.0
246,2021-09-04,0.0
247,2021-09-05,0.0
248,2021-09-06,0.0
249,2021-09-07,0.0
250,2021-09-08,0.0
251,2021-09-09,0.0
252,2021-09-10,0.0
253,2021-09-11,0.0
254,2021-09-12,0.0
255,2021-09-13,0.0
256,2021-09-14,0.0
257,2021-09-15,0.0
258,2021-09-16,0.0
259,2021-09-17,0.0
260,2021-09-18,0.0
261,2021-09-19,0.0
262,2021-09-20,0.0
263,2021-09-21,0.0
264,2021-09-22,0.0
265,2021-09-23,0.0
266,2021-09-24,0.0
267,2021-09-25,1.0
268,2021-09-26,0.0
269,2021-09-27,0.0
270,2021-09-28,0.0
271,2021-09-29,0.0
272,2021-09-30,1.0
273,2021-10-01,0.0
274,2021-10-02,0.0
275,2021-10-03,0.0
276,2021-10-04,0.0
277,2021-10-05,0.0
278,2021-10-06,0.0
279,2021-10-07,1.0
280,2021-10-08,0.0
281,2021-10-09,0.0
282,2021-10-10,0.0
283,2021-10-11,1.0
284,2021-10-12,0.0
285,2021-10-13,0.0
286,2021-10-14,0.0
287,2021-10-15,0.0
288,2021-10-16,0.0
289,2021-10-17,0.0
290,2021-10-18,1.0
291,2021-10-19,1.0
292,2021-10-20,0.0
293,2021-10-21,0.0
294,2021-10-22,0.0
295,2021-10-23,0.0
296,2021-10-24,0.0
297,2021-10-25,1.0
298,2021-10-26,0.0
299,2021-10-27,0.0
300,2021-10-28,0.0
301,2021-10-29,1.0
302,2021-10-30,0.0
303,2021-10-31,0.0
304,2021-11-01,0.0
305,2021-11-02,0.0
306,2021-11-03,0.0
307,2021-11-04,0.0
308,2021-11-05,0.0
309,2021-11-06,0.0
310,2021-11-07,0.0
311,2021-11-08,0.0
312,2021-11-09,1.0
313,2021-11-10,0.0
314,2021-11-11,0.0
315,2021-11-12,1.0
316,2021-11-13,0.0
317,2021-11-14,0.0
318,2021-11-15,0.0
319,2021-11-16,0.0
320,2021-11-17,0.0
321,2021-11-18,1.0
322,2021-11-19,0.0
323,2021-11-20,0.0
324,2021-11-21,0.0
325,2021-11-22,0.0
326,2021-11-23,0.0
327,2021-11-24,0.0
328,2021-11-25,0.0
329,2021-11-26,0.0
330,2021-11-27,0.0
331,2021-11-28,0.0
332,2021-11-29,0.0
333,2021-11-30,0.0
334,2021-12-01,0.0
335,2021-12-02,0.0
336,2021-12-03,1.0
337,2021-12-04,0.0
338,2021-12-05,0.0
339,2021-12-06,0.0
340,2021-12-07,0.0
341,2021-12-08,0.0
342,2021-12-09,0.0
343,2021-12-10,0.0
344,2021-12-11,0.0
345,2021-12-12,0.0
346,2021-12-13,0.0
347,2021-12-14,0.0
348,2021-12-15,0.0
349,2021-12-16,1.0
350,2021-12-17,0.0
351,2021-12-18,1.0
352,2021-12-19,0.0
353,2021-12-20,0.0
354,2021-12-21,0.0
355,2021-12-22,0.0
356,2021-12-23,0.0
357,2021-12-24,0.0
358,2021-12-25,0.0
359,2021-12-26,0.0
360,2021-12-27,1.0
361,2021-12-28,1.0
362,2021-12-29,0.0
363,2021-12-30,2.0
364,2021-12-31,0.0
365,2022-01-01,3.0
366,2022-01-02,3.0
367,2022-01-03,0.0
368,2022-01-04,6.0
369,2022-01-05,5.0
370,2022-01-06,4.0
371,2022-01-07,8.0
372,2022-01-08,0.0
373,2022-01-09,1.0
374,2022-01-10,6.0
375,2022-01-11,6.0
376,2022-01-12,6.0
377,2022-01-13,10.0
378,2022-01-14,5.0
379,2022-01-15,2.0
380,2022-01-16,3.0
381,2022-01-17,9.0
382,2022-01-18,1.0
383,2022-01-19,5.0
384,2022-01-20,4.0
385,2022-01-21,6.0
386,2022-01-22,5.0
387,2022-01-23,1.0
388,2022-01-24,2.0
389,2022-01-25,1.0
390,2022-01-26,1.0
391,2022-01-27,3.0
392,2022-01-28,4.0
393,2022-01-29,1.0
394,2022-01-30,2.0
395,2022-01-31,5.0
396,2022-02-01,4.0
397,2022-02-02,4.0
398,2022-02-03,5.0
399,2022-02-04,5.0
400,2022-02-05,4.0
401,2022-02-06,2.0
402,2022-02-07,5.0
403,2022-02-08,4.0
404,2022-02-09,4.0
405,2022-02-10,6.0
406,2022-02-11,6.0
407,2022-02-12,3.0
408,2022-02-13,0.0
409,2022-02-14,4.0
410,2022-02-15,4.0
411,2022-02-16,0.0
412,2022-02-17,4.0
413,2022-02-18,7.0
414,2022-02-19,1.0
415,2022-02-20,1.0
416,2022-02-21,7.0
417,2022-02-22,5.0
418,2022-02-23,4.0
419,2022-02-24,4.0
420,2022-02-25,7.0
421,2022-02-26,7.0
422,2022-02-27,3.0
423,2022-02-28,3.0
424,2022-03-01,5.0
425,2022-03-02,4.0
426,2022-03-03,7.0
427,2022-03-04,8.0
428,2022-03-05,3.0
429,2022-03-06,3.0
430,2022-03-07,1.0
431,2022-03-08,4.0
432,2022-03-09,9.0
433,2022-03-10,0.0
434,2022-03-11,10.0
435,2022-03-12,1.0
436,2022-03-13,1.0
437,2022-03-14,8.0
438,2022-03-15,14.0
439,2022-03-16,5.0
440,2022-03-17,13.0
441,2022-03-18,7.0
442,2022-03-19,2.0
443,2022-03-20,3.0
444,2022-03-21,10.0
445,2022-03-22,4.0
446,2022-03-23,8.0
447,2022-03-24,7.0
448,2022-03-25,1.0
449,2022-03-26,2.0
450,2022-03-27,0.0
451,2022-03-28,4.0
452,2022-03-29,9.0
453,2022-03-30,7.0
454,2022-03-31,4.0
455,2022-04-01,7.0
456,2022-04-02,1.0
457,2022-04-03,0.0
458,2022-04-04,7.0
459,2022-04-05,8.0
460,2022-04-06,2.0
461,2022-04-07,4.0
462,2022-04-08,7.0
463,2022-04-09,6.0
464,2022-04-10,1.0
465,2022-04-11,9.0
466,2022-04-12,1.0
467,2022-04-13,1.0
468,2022-04-14,11.0
469,2022-04-15,3.0
470,2022-04-16,1.0
471,2022-04-17,3.0
472,2022-04-18,7.0
473,2022-04-19,5.0
474,2022-04-20,5.0
475,2022-04-21,6.0
476,2022-04-22,10.0
477,2022-04-23,3.0
478,2022-04-24,3.0
479,2022-04-25,8.0
480,2022-04-26,2.0
481,2022-04-27,10.0
482,2022-04-28,7.0
483,2022-04-29,10.0
484,2022-04-30,2.0
485,2022-05-01,1.0
486,2022-05-02,2.0
487,2022-05-03,9.0
488,2022-05-04,0.0
489,2022-05-05,11.0
490,2022-05-06,12.0
491,2022-05-07,3.0
492,2022-05-08,3.0
493,2022-05-09,5.0
494,2022-05-10,4.0
495,2022-05-11,14.0
496,2022-05-12,4.0
497,2022-05-13,6.0
498,2022-05-14,2.0
499,2022-05-15,2.0
500,2022-05-16,0.0
501,2022-05-17,4.0
502,2022-05-18,4.0
503,2022-05-19,2.0
504,2022-05-20,12.0
505,2022-05-21,5.0
506,2022-05-22,3.0
507,2022-05-23,8.0
508,2022-05-24,8.0
509,2022-05-25,3.0
510,2022-05-26,11.0
511,2022-05-27,7.0
512,2022-05-28,6.0
513,2022-05-29,4.0
514,2022-05-30,9.0
515,2022-05-31,7.0
516,2022-06-01,6.0
517,2022-06-02,7.0
518,2022-06-03,3.0
519,2022-06-04,2.0
520,2022-06-05,1.0
521,2022-06-06,9.0
522,2022-06-07,9.0
523,2022-06-08,13.0
524,2022-06-09,13.0
525,2022-06-10,12.0
526,2022-06-11,12.0
527,2022-06-12,0.0
528,2022-06-13,11.0
529,2022-06-14,7.0
530,2022-06-15,9.0
531,2022-06-16,9.0
532,2022-06-17,11.0
533,2022-06-18,2.0
534,2022-06-19,1.0
535,2022-06-20,10.0
536,2022-06-21,12.0
537,2022-06-22,5.0
538,2022-06-23,4.0
539,2022-06-24,6.0
540,2022-06-25,1.0
541,2022-06-26,1.0
542,2022-06-27,4.0
543,2022-06-28,2.0
544,2022-06-29,2.0
545,2022-06-30,6.0
546,2022-07-01,9.0
547,2022-07-02,2.0
548,2022-07-03,1.0
549,2022-07-04,8.0
550,2022-07-05,14.0
551,2022-07-06,7.0
552,2022-07-07,5.0
553,2022-07-08,4.0
554,2022-07-09,1.0
555,2022-07-10,2.0
556,2022-07-11,5.0
557,2022-07-12,10.0
558,2022-07-13,3.0
559,2022-07-14,4.0
560,2022-07-15,4.0
561,2022-07-16,4.0
562,2022-07-17,3.0
563,2022-07-18,7.0
564,2022-07-19,4.0
565,2022-07-20,8.0
566,2022-07-21,11.0
567,2022-07-22,8.0
568,2022-07-23,0.0
569,2022-07-24,1.0
570,2022-07-25,7.0
571,2022-07-26,14.0
572,2022-07-27,13.0
573,2022-07-28,4.0
574,2022-07-29,2.0
575,2022-07-30,5.0
576,2022-07-31,1.0
577,2022-08-01,9.0
578,2022-08-02,7.0
579,2022-08-03,11.0
580,2022-08-04,3.0
581,2022-08-05,15.0
582,2022-08-06,1.0
583,2022-08-07,3.0
584,2022-08-08,6.0
585,2022-08-09,4.0
586,2022-08-10,10.0
587,2022-08-11,7.0
588,2022-08-12,3.0
589,2022-08-13,1.0
590,2022-08-14,1.0
591,2022-08-15,9.0
592,2022-08-16,7.0
593,2022-08-17,8.0
594,2022-08-18,3.0
595,2022-08-19,6.0
596,2022-08-20,2.0
597,2022-08-21,1.0
598,2022-08-22,13.0
599,2022-08-23,6.0
600,2022-08-24,5.0
601,2022-08-25,13.0
602,2022-08-26,4.0
603,2022-08-27,3.0
604,2022-08-28,0.0
605,2022-08-29,6.0
606,2022-08-30,10.0
607,2022-08-31,8.0
608,2022-09-01,6.0
609,2022-09-02,6.0
610,2022-09-03,0.0
611,2022-09-04,2.0
612,2022-09-05,6.0
613,2022-09-06,5.0
614,2022-09-07,5.0
615,2022-09-08,11.0
616,2022-09-09,5.0
617,2022-09-10,2.0
618,2022-09-11,0.0
619,2022-09-12,6.0
620,2022-09-13,5.0
621,2022-09-14,9.0
622,2022-09-15,9.0
623,2022-09-16,10.0
624,2022-09-17,1.0
625,2022-09-18,2.0
626,2022-09-19,8.0
627,2022-09-20,6.0
628,2022-09-21,14.0
629,2022-09-22,7.0
630,2022-09-23,7.0
631,2022-09-24,4.0
632,2022-09-25,2.0
633,2022-09-26,8.0
634,2022-09-27,7.0
635,2022-09-28,6.0
636,2022-09-29,5.0
637,2022-09-30,8.0
638,2022-10-01,2.0
639,2022-10-02,5.0
640,2022-10-03,12.0
641,2022-10-04,9.0
642,2022-10-05,9.0
643,2022-10-06,7.0
644,2022-10-07,5.0
645,2022-10-08,3.0
646,2022-10-09,0.0
647,2022-10-10,14.0
648,2022-10-11,11.0
649,2022-10-12,3.0
650,2022-10-13,4.0
651,2022-10-14,7.0
652,2022-10-15,2.0
653,2022-10-16,1.0
654,2022-10-17,4.0
655,2022-10-18,5.0
656,2022-10-19,10.0
657,2022-10-20,4.0
658,2022-10-21,6.0
659,2022-10-22,3.0
660,2022-10-23,2.0
661,2022-10-24,0.0
662,2022-10-25,2.0
663,2022-10-26,4.0
664,2022-10-27,7.0
665,2022-10-28,7.0
666,2022-10-29,4.0
667,2022-10-30,1.0
668,2022-10-31,11.0
669,2022-11-01,5.0
670,2022-11-02,10.0
671,2022-11-03,5.0
672,2022-11-04,10.0
673,2022-11-05,0.0
674,2022-11-06,8.0
675,2022-11-07,3.0
676,2022-11-08,2.0
677,2022-11-09,8.0
678,2022-11-10,7.0
679,2022-11-11,6.0
680,2022-11-12,2.0
681,2022-11-13,2.0
682,2022-11-14,11.0
683,2022-11-15,9.0
684,2022-11-16,5.0
685,2022-11-17,3.0
686,2022-11-18,2.0
687,2022-11-19,1.0
688,2022-11-20,2.0
689,2022-11-21,6.0
690,2022-11-22,10.0
691,2022-11-23,3.0
692,2022-11-24,5.0
693,2022-11-25,3.0
694,2022-11-26,0.0
695,2022-11-27,1.0
696,2022-11-28,2.0
697,2022-11-29,2.0
698,2022-11-30,7.0
699,2022-12-01,9.0
700,2022-12-02,4.0
701,2022-12-03,0.0
702,2022-12-04,2.0
703,2022-12-05,1.0
704,2022-12-06,6.0
705,2022-12-07,6.0
706,2022-12-08,4.0
707,2022-12-09,6.0
708,2022-12-10,2.0
709,2022-12-11,1.0
710,2022-12-12,1.0
711,2022-12-13,6.0
712,2022-12-14,7.0
713,2022-12-15,7.0
714,2022-12-16,1.0
715,2022-12-17,1.0
716,2022-12-18,2.0
717,2022-12-19,9.0
718,2022-12-20,7.0
719,2022-12-21,6.0
720,2022-12-22,6.0
721,2022-12-23,4.0
722,2022-12-24,3.0
723,2022-12-25,1.0
724,2022-12-26,1.0
725,2022-12-27,4.0
726,2022-12-28,0.0
727,2022-12-29,2.0
728,2022-12-30,2.0
729,2022-12-31,2.0
730,2023-01-01,2.0
731,2023-01-02,2.0
732,2023-01-03,5.0
733,2023-01-04,6.0
734,2023-01-05,4.0
735,2023-01-06,5.0
736,2023-01-07,1.0
737,2023-01-08,2.0
738,2023-01-09,7.0
739,2023-01-10,8.0
740,2023-01-11,8.0
741,2023-01-12,8.0
742,2023-01-13,9.0
743,2023-01-14,5.0
744,2023-01-15,1.0
745,2023-01-16,3.0
746,2023-01-17,5.0
747,2023-01-18,10.0
748,2023-01-19,6.0
749,2023-01-20,6.0
750,2023-01-21,2.0
751,2023-01-22,1.0
752,2023-01-23,2.0
753,2023-01-24,4.0
754,2023-01-25,3.0
755,2023-01-26,11.0
756,2023-01-27,0.0
757,2023-01-28,2.0
758,2023-01-29,1.0
759,2023-01-30,0.0
760,2023-01-31,1.0
761,2023-02-01,1.0
